"Benchmark","Mode","Threads","Samples","Score","Score Error (99,9%)","Unit","Param: path"
"iguana.benchmark.IguanaBenchmark.benchmarkParse","ss",1,10,"6,743318","0,863995","ms/op",/Users/afroozeh/workspace/jdk7u-jdk/test/sun/misc/EscapePath.java
"iguana.benchmark.IguanaBenchmark.benchmarkParse","ss",1,10,"3,796432","0,660786","ms/op",/Users/afroozeh/workspace/jdk7u-jdk/test/sun/tools/native2ascii/resources/ImmutableResourceTest.java
"iguana.benchmark.IguanaBenchmark.benchmarkParse","ss",1,10,"11,476168","4,345907","ms/op",/Users/afroozeh/workspace/jdk7u-jdk/test/sun/tools/native2ascii/NativeErrors.java
"iguana.benchmark.IguanaBenchmark.benchmarkParse","ss",1,10,"2,499572","0,917614","ms/op",/Users/afroozeh/workspace/jdk7u-jdk/test/sun/tools/jrunscript/CheckEngine.java
"iguana.benchmark.IguanaBenchmark.benchmarkParse","ss",1,10,"1,982304","1,043153","ms/op",/Users/afroozeh/workspace/jdk7u-jdk/test/sun/tools/jrunscript/Hello.java
"iguana.benchmark.IguanaBenchmark.benchmarkParse","ss",1,10,"8,545738","1,544440","ms/op",/Users/afroozeh/workspace/jdk7u-jdk/test/sun/tools/common/SimpleApplication.java
"iguana.benchmark.IguanaBenchmark.benchmarkParse","ss",1,10,"3,455862","1,265628","ms/op",/Users/afroozeh/workspace/jdk7u-jdk/test/sun/tools/common/SleeperApplication.java
"iguana.benchmark.IguanaBenchmark.benchmarkParse","ss",1,10,"5,781435","1,430261","ms/op",/Users/afroozeh/workspace/jdk7u-jdk/test/sun/tools/common/ShutdownSimpleApplication.java
"iguana.benchmark.IguanaBenchmark.benchmarkParse","ss",1,10,"13,324543","4,181230","ms/op",/Users/afroozeh/workspace/jdk7u-jdk/test/sun/tools/jhat/HatRun.java
"iguana.benchmark.IguanaBenchmark.benchmarkParse","ss",1,10,"3,029275","0,816444","ms/op",/Users/afroozeh/workspace/jdk7u-jdk/test/sun/tools/jhat/HelloWorld.java
"iguana.benchmark.IguanaBenchmark.benchmarkParse","ss",1,10,"2,306735","0,397519","ms/op",/Users/afroozeh/workspace/jdk7u-jdk/test/sun/tools/jhat/HatHeapDump1Test.java
"iguana.benchmark.IguanaBenchmark.benchmarkParse","ss",1,10,"23,304176","6,927558","ms/op",/Users/afroozeh/workspace/jdk7u-jdk/test/sun/tools/jconsole/ResourceCheckTest.java
"iguana.benchmark.IguanaBenchmark.benchmarkParse","ss",1,10,"3,584783","0,943140","ms/op",/Users/afroozeh/workspace/jdk7u-jdk/test/sun/tools/jconsole/ImmutableResourceTest.java
"iguana.benchmark.IguanaBenchmark.benchmarkParse","ss",1,10,"26,608285","7,359073","ms/op",/Users/afroozeh/workspace/jdk7u-jdk/test/sun/net/ftp/FtpURL.java
"iguana.benchmark.IguanaBenchmark.benchmarkParse","ss",1,10,"8,648981","2,429635","ms/op",/Users/afroozeh/workspace/jdk7u-jdk/test/sun/net/ftp/B6427768.java
"iguana.benchmark.IguanaBenchmark.benchmarkParse","ss",1,10,"31,807837","18,547706","ms/op",/Users/afroozeh/workspace/jdk7u-jdk/test/sun/net/ftp/FtpGetContent.java
"iguana.benchmark.IguanaBenchmark.benchmarkParse","ss",1,10,"5,409386","1,337460","ms/op",/Users/afroozeh/workspace/jdk7u-jdk/test/sun/net/util/IPAddressUtilTest.java
"iguana.benchmark.IguanaBenchmark.benchmarkParse","ss",1,10,"18,100347","5,079441","ms/op",/Users/afroozeh/workspace/jdk7u-jdk/test/sun/net/www/httptest/HttpTransaction.java
"iguana.benchmark.IguanaBenchmark.benchmarkParse","ss",1,10,"4,418720","0,828206","ms/op",/Users/afroozeh/workspace/jdk7u-jdk/test/sun/net/www/httptest/ClosedChannelList.java
"iguana.benchmark.IguanaBenchmark.benchmarkParse","ss",1,10,"1,508947","0,545239","ms/op",/Users/afroozeh/workspace/jdk7u-jdk/test/sun/net/www/httptest/HttpCallback.java
"iguana.benchmark.IguanaBenchmark.benchmarkParse","ss",1,10,"32,295556","6,691491","ms/op",/Users/afroozeh/workspace/jdk7u-jdk/test/sun/net/www/httptest/HttpServer.java
"iguana.benchmark.IguanaBenchmark.benchmarkParse","ss",1,10,"5,025570","1,509905","ms/op",/Users/afroozeh/workspace/jdk7u-jdk/test/sun/net/www/httptest/AbstractCallback.java
"iguana.benchmark.IguanaBenchmark.benchmarkParse","ss",1,10,"24,194580","6,524770","ms/op",/Users/afroozeh/workspace/jdk7u-jdk/test/sun/net/www/MarkResetTest.java
"iguana.benchmark.IguanaBenchmark.benchmarkParse","ss",1,10,"9,865999","2,243382","ms/op",/Users/afroozeh/workspace/jdk7u-jdk/test/sun/net/www/AuthHeaderTest.java
"iguana.benchmark.IguanaBenchmark.benchmarkParse","ss",1,10,"2,609080","1,021474","ms/op",/Users/afroozeh/workspace/jdk7u-jdk/test/sun/net/www/ParseUtil_6478588.java
"iguana.benchmark.IguanaBenchmark.benchmarkParse","ss",1,10,"1,899863","0,470869","ms/op",/Users/afroozeh/workspace/jdk7u-jdk/test/sun/net/www/ParseUtil_6274990.java
"iguana.benchmark.IguanaBenchmark.benchmarkParse","ss",1,10,"2,555046","0,991077","ms/op",/Users/afroozeh/workspace/jdk7u-jdk/test/sun/net/www/ParseUtil_6380332.java
"iguana.benchmark.IguanaBenchmark.benchmarkParse","ss",1,10,"12,367464","2,871567","ms/op",/Users/afroozeh/workspace/jdk7u-jdk/test/sun/net/www/HeaderTests.java
"iguana.benchmark.IguanaBenchmark.benchmarkParse","ss",1,10,"2,373184","0,673442","ms/op",/Users/afroozeh/workspace/jdk7u-jdk/test/sun/net/www/protocol/ftp/HandlerEquals.java
"iguana.benchmark.IguanaBenchmark.benchmarkParse","ss",1,10,"3,251005","1,013505","ms/op",/Users/afroozeh/workspace/jdk7u-jdk/test/sun/net/www/protocol/ftp/UserAndPasswordTest.java
"iguana.benchmark.IguanaBenchmark.benchmarkParse","ss",1,10,"6,153317","2,263180","ms/op",/Users/afroozeh/workspace/jdk7u-jdk/test/sun/net/www/protocol/file/EncodedMultiByteChar.java
"iguana.benchmark.IguanaBenchmark.benchmarkParse","ss",1,10,"3,003220","1,049771","ms/op",/Users/afroozeh/workspace/jdk7u-jdk/test/sun/net/www/protocol/file/FileURLTest.java
"iguana.benchmark.IguanaBenchmark.benchmarkParse","ss",1,10,"2,622960","0,973845","ms/op",/Users/afroozeh/workspace/jdk7u-jdk/test/sun/net/www/protocol/file/GetContentType.java
"iguana.benchmark.IguanaBenchmark.benchmarkParse","ss",1,10,"3,643166","0,538704","ms/op",/Users/afroozeh/workspace/jdk7u-jdk/test/sun/net/www/protocol/file/GetLastModified.java
"iguana.benchmark.IguanaBenchmark.benchmarkParse","ss",1,10,"4,180701","1,167896","ms/op",/Users/afroozeh/workspace/jdk7u-jdk/test/sun/net/www/protocol/file/NonUTF8EncodedChar.java
"iguana.benchmark.IguanaBenchmark.benchmarkParse","ss",1,10,"1,875597","0,675044","ms/op",/Users/afroozeh/workspace/jdk7u-jdk/test/sun/net/www/protocol/file/Equals.java
"iguana.benchmark.IguanaBenchmark.benchmarkParse","ss",1,10,"3,261523","0,522078","ms/op",/Users/afroozeh/workspace/jdk7u-jdk/test/sun/net/www/protocol/file/DirPermissionDenied.java
"iguana.benchmark.IguanaBenchmark.benchmarkParse","ss",1,10,"4,190259","1,225418","ms/op",/Users/afroozeh/workspace/jdk7u-jdk/test/sun/net/www/protocol/file/FileMap.java
"iguana.benchmark.IguanaBenchmark.benchmarkParse","ss",1,10,"2,244343","0,832892","ms/op",/Users/afroozeh/workspace/jdk7u-jdk/test/sun/net/www/protocol/file/GetContentLength.java
"iguana.benchmark.IguanaBenchmark.benchmarkParse","ss",1,10,"6,028018","1,252668","ms/op",/Users/afroozeh/workspace/jdk7u-jdk/test/sun/net/www/protocol/jar/B6449504.java
"iguana.benchmark.IguanaBenchmark.benchmarkParse","ss",1,10,"2,066286","0,787835","ms/op",/Users/afroozeh/workspace/jdk7u-jdk/test/sun/net/www/protocol/jar/jarbug/src/jar1/LoadResourceBundle.java
"iguana.benchmark.IguanaBenchmark.benchmarkParse","ss",1,10,"1,757063","0,635432","ms/op",/Users/afroozeh/workspace/jdk7u-jdk/test/sun/net/www/protocol/jar/jarbug/src/jar1/GetResource.java
"iguana.benchmark.IguanaBenchmark.benchmarkParse","ss",1,10,"9,199831","1,344947","ms/op",/Users/afroozeh/workspace/jdk7u-jdk/test/sun/net/www/protocol/jar/jarbug/src/test/JarTest.java
"iguana.benchmark.IguanaBenchmark.benchmarkParse","ss",1,10,"2,370121","0,707331","ms/op",/Users/afroozeh/workspace/jdk7u-jdk/test/sun/net/www/protocol/jar/jarbug/src/test/RunAllTests.java
"iguana.benchmark.IguanaBenchmark.benchmarkParse","ss",1,10,"7,821483","2,959671","ms/op",/Users/afroozeh/workspace/jdk7u-jdk/test/sun/net/www/protocol/jar/jarbug/src/test/TestBug4523159.java
"iguana.benchmark.IguanaBenchmark.benchmarkParse","ss",1,10,"5,330052","0,981082","ms/op",/Users/afroozeh/workspace/jdk7u-jdk/test/sun/net/www/protocol/jar/jarbug/src/test/TestBug4361044.java
"iguana.benchmark.IguanaBenchmark.benchmarkParse","ss",1,10,"3,546985","1,484952","ms/op",/Users/afroozeh/workspace/jdk7u-jdk/test/sun/net/www/protocol/jar/B5105410.java
"iguana.benchmark.IguanaBenchmark.benchmarkParse","ss",1,10,"2,172736","0,748971","ms/op",/Users/afroozeh/workspace/jdk7u-jdk/test/sun/net/www/protocol/jar/GetContentType.java
"iguana.benchmark.IguanaBenchmark.benchmarkParse","ss",1,10,"5,558393","1,364473","ms/op",/Users/afroozeh/workspace/jdk7u-jdk/test/sun/net/www/protocol/jar/B4756443.java
"iguana.benchmark.IguanaBenchmark.benchmarkParse","ss",1,10,"9,178848","2,333672","ms/op",/Users/afroozeh/workspace/jdk7u-jdk/test/sun/net/www/protocol/jar/B4957695.java
"iguana.benchmark.IguanaBenchmark.benchmarkParse","ss",1,10,"2,362901","0,868622","ms/op",/Users/afroozeh/workspace/jdk7u-jdk/test/sun/net/www/protocol/mailto/HandlerParse.java
"iguana.benchmark.IguanaBenchmark.benchmarkParse","ss",1,10,"4,240882","1,011432","ms/op",/Users/afroozeh/workspace/jdk7u-jdk/test/sun/net/www/protocol/http/TunnelThroughProxy.java
"iguana.benchmark.IguanaBenchmark.benchmarkParse","ss",1,10,"7,936024","1,754359","ms/op",/Users/afroozeh/workspace/jdk7u-jdk/test/sun/net/www/protocol/http/6550798/TestCache.java
"iguana.benchmark.IguanaBenchmark.benchmarkParse","ss",1,10,"6,538870","1,783590","ms/op",/Users/afroozeh/workspace/jdk7u-jdk/test/sun/net/www/protocol/http/6550798/test.java
"iguana.benchmark.IguanaBenchmark.benchmarkParse","ss",1,10,"14,181960","1,615038","ms/op",/Users/afroozeh/workspace/jdk7u-jdk/test/sun/net/www/protocol/http/B5017051.java
"iguana.benchmark.IguanaBenchmark.benchmarkParse","ss",1,10,"10,665045","3,243601","ms/op",/Users/afroozeh/workspace/jdk7u-jdk/test/sun/net/www/protocol/http/ResponseCacheStream.java
"iguana.benchmark.IguanaBenchmark.benchmarkParse","ss",1,10,"4,998269","1,167673","ms/op",/Users/afroozeh/workspace/jdk7u-jdk/test/sun/net/www/protocol/http/RetryUponTimeout.java
"iguana.benchmark.IguanaBenchmark.benchmarkParse","ss",1,10,"9,765156","1,463471","ms/op",/Users/afroozeh/workspace/jdk7u-jdk/test/sun/net/www/protocol/http/NTLMTest.java
"iguana.benchmark.IguanaBenchmark.benchmarkParse","ss",1,10,"9,016091","2,031610","ms/op",/Users/afroozeh/workspace/jdk7u-jdk/test/sun/net/www/protocol/http/B6369510.java
"iguana.benchmark.IguanaBenchmark.benchmarkParse","ss",1,10,"6,878585","1,965831","ms/op",/Users/afroozeh/workspace/jdk7u-jdk/test/sun/net/www/protocol/http/WebGet.java
"iguana.benchmark.IguanaBenchmark.benchmarkParse","ss",1,10,"16,744048","5,486201","ms/op",/Users/afroozeh/workspace/jdk7u-jdk/test/sun/net/www/protocol/http/ProxyTunnelServer.java
"iguana.benchmark.IguanaBenchmark.benchmarkParse","ss",1,10,"11,444556","1,207328","ms/op",/Users/afroozeh/workspace/jdk7u-jdk/test/sun/net/www/protocol/http/ChunkedErrorStream.java
"iguana.benchmark.IguanaBenchmark.benchmarkParse","ss",1,10,"6,108663","1,023822","ms/op",/Users/afroozeh/workspace/jdk7u-jdk/test/sun/net/www/protocol/http/SetChunkedStreamingMode.java
"iguana.benchmark.IguanaBenchmark.benchmarkParse","ss",1,10,"6,247597","1,378227","ms/op",/Users/afroozeh/workspace/jdk7u-jdk/test/sun/net/www/protocol/http/CloseOptionHeader.java
"iguana.benchmark.IguanaBenchmark.benchmarkParse","ss",1,10,"7,386011","2,168612","ms/op",/Users/afroozeh/workspace/jdk7u-jdk/test/sun/net/www/protocol/http/RelativeRedirect.java
"iguana.benchmark.IguanaBenchmark.benchmarkParse","ss",1,10,"10,581079","2,681597","ms/op",/Users/afroozeh/workspace/jdk7u-jdk/test/sun/net/www/protocol/http/B6299712.java
"iguana.benchmark.IguanaBenchmark.benchmarkParse","ss",1,10,"7,930517","2,623459","ms/op",/Users/afroozeh/workspace/jdk7u-jdk/test/sun/net/www/protocol/http/BasicLongCredentials.java
"iguana.benchmark.IguanaBenchmark.benchmarkParse","ss",1,10,"5,317613","0,952718","ms/op",/Users/afroozeh/workspace/jdk7u-jdk/test/sun/net/www/protocol/http/B6296310.java
"iguana.benchmark.IguanaBenchmark.benchmarkParse","ss",1,10,"4,057553","1,360241","ms/op",/Users/afroozeh/workspace/jdk7u-jdk/test/sun/net/www/protocol/http/B6890349.java
"iguana.benchmark.IguanaBenchmark.benchmarkParse","ss",1,10,"2,609873","0,763058","ms/op",/Users/afroozeh/workspace/jdk7u-jdk/test/sun/net/www/protocol/http/GetOutputStream.java
"iguana.benchmark.IguanaBenchmark.benchmarkParse","ss",1,10,"7,021061","2,178609","ms/op",/Users/afroozeh/workspace/jdk7u-jdk/test/sun/net/www/protocol/http/StreamingOutputStream.java
"iguana.benchmark.IguanaBenchmark.benchmarkParse","ss",1,10,"7,072290","2,286043","ms/op",/Users/afroozeh/workspace/jdk7u-jdk/test/sun/net/www/protocol/http/UserCookie.java
"iguana.benchmark.IguanaBenchmark.benchmarkParse","ss",1,10,"5,780873","1,161463","ms/op",/Users/afroozeh/workspace/jdk7u-jdk/test/sun/net/www/protocol/http/ProtocolRedirect.java
"iguana.benchmark.IguanaBenchmark.benchmarkParse","ss",1,10,"11,658325","2,032926","ms/op",/Users/afroozeh/workspace/jdk7u-jdk/test/sun/net/www/protocol/http/B6518816.java
"iguana.benchmark.IguanaBenchmark.benchmarkParse","ss",1,10,"7,784959","1,852796","ms/op",/Users/afroozeh/workspace/jdk7u-jdk/test/sun/net/www/protocol/http/HttpInputStream.java
"iguana.benchmark.IguanaBenchmark.benchmarkParse","ss",1,10,"10,741143","0,938760","ms/op",/Users/afroozeh/workspace/jdk7u-jdk/test/sun/net/www/protocol/http/Finalizer.java
"iguana.benchmark.IguanaBenchmark.benchmarkParse","ss",1,10,"11,586660","2,134052","ms/op",/Users/afroozeh/workspace/jdk7u-jdk/test/sun/net/www/protocol/http/B6660405.java
"iguana.benchmark.IguanaBenchmark.benchmarkParse","ss",1,10,"16,759002","5,647577","ms/op",/Users/afroozeh/workspace/jdk7u-jdk/test/sun/net/www/protocol/http/HttpOnly.java
"iguana.benchmark.IguanaBenchmark.benchmarkParse","ss",1,10,"17,606004","5,109129","ms/op",/Users/afroozeh/workspace/jdk7u-jdk/test/sun/net/www/protocol/http/DigestTest.java
"iguana.benchmark.IguanaBenchmark.benchmarkParse","ss",1,10,"6,102234","1,021191","ms/op",/Users/afroozeh/workspace/jdk7u-jdk/test/sun/net/www/protocol/http/Modified.java
"iguana.benchmark.IguanaBenchmark.benchmarkParse","ss",1,10,"4,158947","1,462263","ms/op",/Users/afroozeh/workspace/jdk7u-jdk/test/sun/net/www/protocol/http/StackTraceTest.java
"iguana.benchmark.IguanaBenchmark.benchmarkParse","ss",1,10,"6,675202","2,276576","ms/op",/Users/afroozeh/workspace/jdk7u-jdk/test/sun/net/www/protocol/http/UserAgent.java
"iguana.benchmark.IguanaBenchmark.benchmarkParse","ss",1,10,"9,165277","1,731659","ms/op",/Users/afroozeh/workspace/jdk7u-jdk/test/sun/net/www/protocol/http/SetIfModifiedSince.java
"iguana.benchmark.IguanaBenchmark.benchmarkParse","ss",1,10,"6,592245","1,398650","ms/op",/Users/afroozeh/workspace/jdk7u-jdk/test/sun/net/www/protocol/http/AsyncDisconnect.java
"iguana.benchmark.IguanaBenchmark.benchmarkParse","ss",1,10,"7,817635","1,717153","ms/op",/Users/afroozeh/workspace/jdk7u-jdk/test/sun/net/www/protocol/http/UserAuth.java
"iguana.benchmark.IguanaBenchmark.benchmarkParse","ss",1,10,"10,171260","2,223046","ms/op",/Users/afroozeh/workspace/jdk7u-jdk/test/sun/net/www/protocol/http/B6641309.java
"iguana.benchmark.IguanaBenchmark.benchmarkParse","ss",1,10,"14,770657","0,773890","ms/op",/Users/afroozeh/workspace/jdk7u-jdk/test/sun/net/www/ParseUtil_4922813.java
"iguana.benchmark.IguanaBenchmark.benchmarkParse","ss",1,10,"17,193512","5,546664","ms/op",/Users/afroozeh/workspace/jdk7u-jdk/test/sun/net/www/http/HttpClient/MultiThreadTest.java
"iguana.benchmark.IguanaBenchmark.benchmarkParse","ss",1,10,"19,070169","6,399283","ms/op",/Users/afroozeh/workspace/jdk7u-jdk/test/sun/net/www/http/HttpClient/B6726695.java
"iguana.benchmark.IguanaBenchmark.benchmarkParse","ss",1,10,"7,525381","3,160736","ms/op",/Users/afroozeh/workspace/jdk7u-jdk/test/sun/net/www/http/HttpClient/RequestURI.java
"iguana.benchmark.IguanaBenchmark.benchmarkParse","ss",1,10,"11,803152","1,668432","ms/op",/Users/afroozeh/workspace/jdk7u-jdk/test/sun/net/www/http/HttpClient/ProxyTest.java
"iguana.benchmark.IguanaBenchmark.benchmarkParse","ss",1,10,"5,901148","1,532666","ms/op",/Users/afroozeh/workspace/jdk7u-jdk/test/sun/net/www/http/HttpClient/StreamingRetry.java
