"Benchmark","Mode","Threads","Samples","Score","Score Error (99,9%)","Unit","Param: path"
"iguana.benchmark.AntlrBenchmark.benchmark","ss",1,10,"0,499380","0,173417","ms/op",/Users/afroozeh/workspace/jdk7u-jdk/test/sun/misc/JarIndex/metaInfFilenames/jarC/my/impl/StandardMessageService.java
"iguana.benchmark.AntlrBenchmark.benchmark","ss",1,10,"0,768558","0,251116","ms/op",/Users/afroozeh/workspace/jdk7u-jdk/test/sun/misc/JarIndex/metaInfFilenames/jarB/b/B.java
"iguana.benchmark.AntlrBenchmark.benchmark","ss",1,10,"1,094059","0,425597","ms/op",/Users/afroozeh/workspace/jdk7u-jdk/test/sun/misc/Cleaner/ExitOnThrow.java
"iguana.benchmark.AntlrBenchmark.benchmark","ss",1,10,"5,414063","4,226647","ms/op",/Users/afroozeh/workspace/jdk7u-jdk/test/sun/misc/EscapePath.java
"iguana.benchmark.AntlrBenchmark.benchmark","ss",1,10,"3,328773","4,317972","ms/op",/Users/afroozeh/workspace/jdk7u-jdk/test/sun/tools/native2ascii/resources/ImmutableResourceTest.java
"iguana.benchmark.AntlrBenchmark.benchmark","ss",1,10,"14,834076","4,375576","ms/op",/Users/afroozeh/workspace/jdk7u-jdk/test/sun/tools/native2ascii/NativeErrors.java
"iguana.benchmark.AntlrBenchmark.benchmark","ss",1,10,"1,429373","0,267189","ms/op",/Users/afroozeh/workspace/jdk7u-jdk/test/sun/tools/jrunscript/CheckEngine.java
"iguana.benchmark.AntlrBenchmark.benchmark","ss",1,10,"0,463494","0,170249","ms/op",/Users/afroozeh/workspace/jdk7u-jdk/test/sun/tools/jrunscript/Hello.java
"iguana.benchmark.AntlrBenchmark.benchmark","ss",1,10,"6,336249","5,155421","ms/op",/Users/afroozeh/workspace/jdk7u-jdk/test/sun/tools/common/SimpleApplication.java
"iguana.benchmark.AntlrBenchmark.benchmark","ss",1,10,"4,808378","5,055757","ms/op",/Users/afroozeh/workspace/jdk7u-jdk/test/sun/tools/common/SleeperApplication.java
"iguana.benchmark.AntlrBenchmark.benchmark","ss",1,10,"2,956460","0,889560","ms/op",/Users/afroozeh/workspace/jdk7u-jdk/test/sun/tools/common/ShutdownSimpleApplication.java
"iguana.benchmark.AntlrBenchmark.benchmark","ss",1,10,"13,419445","3,196555","ms/op",/Users/afroozeh/workspace/jdk7u-jdk/test/sun/tools/jhat/HatRun.java
"iguana.benchmark.AntlrBenchmark.benchmark","ss",1,10,"2,453650","0,740850","ms/op",/Users/afroozeh/workspace/jdk7u-jdk/test/sun/tools/jhat/HelloWorld.java
"iguana.benchmark.AntlrBenchmark.benchmark","ss",1,10,"1,297827","0,549815","ms/op",/Users/afroozeh/workspace/jdk7u-jdk/test/sun/tools/jhat/HatHeapDump1Test.java
"iguana.benchmark.AntlrBenchmark.benchmark","ss",1,10,"12,498140","4,804740","ms/op",/Users/afroozeh/workspace/jdk7u-jdk/test/sun/tools/jconsole/ResourceCheckTest.java
"iguana.benchmark.AntlrBenchmark.benchmark","ss",1,10,"2,307082","0,585535","ms/op",/Users/afroozeh/workspace/jdk7u-jdk/test/sun/tools/jconsole/ImmutableResourceTest.java
"iguana.benchmark.AntlrBenchmark.benchmark","ss",1,10,"25,508287","8,272274","ms/op",/Users/afroozeh/workspace/jdk7u-jdk/test/sun/net/ftp/FtpURL.java
"iguana.benchmark.AntlrBenchmark.benchmark","ss",1,10,"2,928745","1,036888","ms/op",/Users/afroozeh/workspace/jdk7u-jdk/test/sun/net/ftp/B6427768.java
"iguana.benchmark.AntlrBenchmark.benchmark","ss",1,10,"26,353294","4,082120","ms/op",/Users/afroozeh/workspace/jdk7u-jdk/test/sun/net/ftp/FtpGetContent.java
"iguana.benchmark.AntlrBenchmark.benchmark","ss",1,10,"4,441789","1,395567","ms/op",/Users/afroozeh/workspace/jdk7u-jdk/test/sun/net/util/IPAddressUtilTest.java
"iguana.benchmark.AntlrBenchmark.benchmark","ss",1,10,"12,126751","3,773598","ms/op",/Users/afroozeh/workspace/jdk7u-jdk/test/sun/net/www/httptest/HttpTransaction.java
"iguana.benchmark.AntlrBenchmark.benchmark","ss",1,10,"4,956036","5,476533","ms/op",/Users/afroozeh/workspace/jdk7u-jdk/test/sun/net/www/httptest/ClosedChannelList.java
"iguana.benchmark.AntlrBenchmark.benchmark","ss",1,10,"0,455879","0,129952","ms/op",/Users/afroozeh/workspace/jdk7u-jdk/test/sun/net/www/httptest/HttpCallback.java
"iguana.benchmark.AntlrBenchmark.benchmark","ss",1,10,"33,827201","14,488385","ms/op",/Users/afroozeh/workspace/jdk7u-jdk/test/sun/net/www/httptest/HttpServer.java
"iguana.benchmark.AntlrBenchmark.benchmark","ss",1,10,"3,871887","4,504840","ms/op",/Users/afroozeh/workspace/jdk7u-jdk/test/sun/net/www/httptest/AbstractCallback.java
"iguana.benchmark.AntlrBenchmark.benchmark","ss",1,10,"22,933149","5,486417","ms/op",/Users/afroozeh/workspace/jdk7u-jdk/test/sun/net/www/MarkResetTest.java
"iguana.benchmark.AntlrBenchmark.benchmark","ss",1,10,"6,196763","2,365039","ms/op",/Users/afroozeh/workspace/jdk7u-jdk/test/sun/net/www/AuthHeaderTest.java
"iguana.benchmark.AntlrBenchmark.benchmark","ss",1,10,"1,132145","0,560454","ms/op",/Users/afroozeh/workspace/jdk7u-jdk/test/sun/net/www/ParseUtil_6478588.java
"iguana.benchmark.AntlrBenchmark.benchmark","ss",1,10,"0,923073","0,377062","ms/op",/Users/afroozeh/workspace/jdk7u-jdk/test/sun/net/www/ParseUtil_6274990.java
"iguana.benchmark.AntlrBenchmark.benchmark","ss",1,10,"1,038395","0,510619","ms/op",/Users/afroozeh/workspace/jdk7u-jdk/test/sun/net/www/ParseUtil_6380332.java
"iguana.benchmark.AntlrBenchmark.benchmark","ss",1,10,"11,768631","5,770823","ms/op",/Users/afroozeh/workspace/jdk7u-jdk/test/sun/net/www/HeaderTests.java
"iguana.benchmark.AntlrBenchmark.benchmark","ss",1,10,"1,240195","0,455195","ms/op",/Users/afroozeh/workspace/jdk7u-jdk/test/sun/net/www/protocol/ftp/HandlerEquals.java
"iguana.benchmark.AntlrBenchmark.benchmark","ss",1,10,"3,502792","5,503393","ms/op",/Users/afroozeh/workspace/jdk7u-jdk/test/sun/net/www/protocol/ftp/UserAndPasswordTest.java
"iguana.benchmark.AntlrBenchmark.benchmark","ss",1,10,"6,508902","2,198640","ms/op",/Users/afroozeh/workspace/jdk7u-jdk/test/sun/net/www/protocol/file/EncodedMultiByteChar.java
"iguana.benchmark.AntlrBenchmark.benchmark","ss",1,10,"1,690626","0,504039","ms/op",/Users/afroozeh/workspace/jdk7u-jdk/test/sun/net/www/protocol/file/FileURLTest.java
"iguana.benchmark.AntlrBenchmark.benchmark","ss",1,10,"1,814788","0,637474","ms/op",/Users/afroozeh/workspace/jdk7u-jdk/test/sun/net/www/protocol/file/GetContentType.java
"iguana.benchmark.AntlrBenchmark.benchmark","ss",1,10,"4,186802","4,692329","ms/op",/Users/afroozeh/workspace/jdk7u-jdk/test/sun/net/www/protocol/file/GetLastModified.java
"iguana.benchmark.AntlrBenchmark.benchmark","ss",1,10,"2,313720","0,895064","ms/op",/Users/afroozeh/workspace/jdk7u-jdk/test/sun/net/www/protocol/file/NonUTF8EncodedChar.java
"iguana.benchmark.AntlrBenchmark.benchmark","ss",1,10,"0,850229","0,220024","ms/op",/Users/afroozeh/workspace/jdk7u-jdk/test/sun/net/www/protocol/file/Equals.java
"iguana.benchmark.AntlrBenchmark.benchmark","ss",1,10,"2,199898","0,524990","ms/op",/Users/afroozeh/workspace/jdk7u-jdk/test/sun/net/www/protocol/file/DirPermissionDenied.java
"iguana.benchmark.AntlrBenchmark.benchmark","ss",1,10,"4,930675","5,044441","ms/op",/Users/afroozeh/workspace/jdk7u-jdk/test/sun/net/www/protocol/file/FileMap.java
"iguana.benchmark.AntlrBenchmark.benchmark","ss",1,10,"2,718123","1,014459","ms/op",/Users/afroozeh/workspace/jdk7u-jdk/test/sun/net/www/protocol/file/GetContentLength.java
"iguana.benchmark.AntlrBenchmark.benchmark","ss",1,10,"6,337737","5,410260","ms/op",/Users/afroozeh/workspace/jdk7u-jdk/test/sun/net/www/protocol/jar/B6449504.java
"iguana.benchmark.AntlrBenchmark.benchmark","ss",1,10,"3,748326","4,235838","ms/op",/Users/afroozeh/workspace/jdk7u-jdk/test/sun/net/www/protocol/jar/jarbug/src/jar1/LoadResourceBundle.java
"iguana.benchmark.AntlrBenchmark.benchmark","ss",1,10,"1,475604","0,431265","ms/op",/Users/afroozeh/workspace/jdk7u-jdk/test/sun/net/www/protocol/jar/jarbug/src/jar1/GetResource.java
"iguana.benchmark.AntlrBenchmark.benchmark","ss",1,10,"10,138127","4,780768","ms/op",/Users/afroozeh/workspace/jdk7u-jdk/test/sun/net/www/protocol/jar/jarbug/src/test/JarTest.java
"iguana.benchmark.AntlrBenchmark.benchmark","ss",1,10,"0,991313","0,330560","ms/op",/Users/afroozeh/workspace/jdk7u-jdk/test/sun/net/www/protocol/jar/jarbug/src/test/RunAllTests.java
"iguana.benchmark.AntlrBenchmark.benchmark","ss",1,10,"6,342742","2,705662","ms/op",/Users/afroozeh/workspace/jdk7u-jdk/test/sun/net/www/protocol/jar/jarbug/src/test/TestBug4523159.java
"iguana.benchmark.AntlrBenchmark.benchmark","ss",1,10,"5,297498","5,470507","ms/op",/Users/afroozeh/workspace/jdk7u-jdk/test/sun/net/www/protocol/jar/jarbug/src/test/TestBug4361044.java
"iguana.benchmark.AntlrBenchmark.benchmark","ss",1,10,"2,059918","0,475363","ms/op",/Users/afroozeh/workspace/jdk7u-jdk/test/sun/net/www/protocol/jar/B5105410.java
"iguana.benchmark.AntlrBenchmark.benchmark","ss",1,10,"1,452100","0,531307","ms/op",/Users/afroozeh/workspace/jdk7u-jdk/test/sun/net/www/protocol/jar/GetContentType.java
"iguana.benchmark.AntlrBenchmark.benchmark","ss",1,10,"4,466131","3,773110","ms/op",/Users/afroozeh/workspace/jdk7u-jdk/test/sun/net/www/protocol/jar/B4756443.java
"iguana.benchmark.AntlrBenchmark.benchmark","ss",1,10,"7,067489","2,485286","ms/op",/Users/afroozeh/workspace/jdk7u-jdk/test/sun/net/www/protocol/jar/B4957695.java
"iguana.benchmark.AntlrBenchmark.benchmark","ss",1,10,"1,070415","0,379843","ms/op",/Users/afroozeh/workspace/jdk7u-jdk/test/sun/net/www/protocol/mailto/HandlerParse.java
"iguana.benchmark.AntlrBenchmark.benchmark","ss",1,10,"2,740062","0,814048","ms/op",/Users/afroozeh/workspace/jdk7u-jdk/test/sun/net/www/protocol/http/TunnelThroughProxy.java
"iguana.benchmark.AntlrBenchmark.benchmark","ss",1,10,"6,544966","5,606302","ms/op",/Users/afroozeh/workspace/jdk7u-jdk/test/sun/net/www/protocol/http/6550798/TestCache.java
"iguana.benchmark.AntlrBenchmark.benchmark","ss",1,10,"6,147038","5,741657","ms/op",/Users/afroozeh/workspace/jdk7u-jdk/test/sun/net/www/protocol/http/6550798/test.java
"iguana.benchmark.AntlrBenchmark.benchmark","ss",1,10,"15,386526","6,586419","ms/op",/Users/afroozeh/workspace/jdk7u-jdk/test/sun/net/www/protocol/http/B5017051.java
"iguana.benchmark.AntlrBenchmark.benchmark","ss",1,10,"11,768000","3,733493","ms/op",/Users/afroozeh/workspace/jdk7u-jdk/test/sun/net/www/protocol/http/ResponseCacheStream.java
"iguana.benchmark.AntlrBenchmark.benchmark","ss",1,10,"2,929097","0,978818","ms/op",/Users/afroozeh/workspace/jdk7u-jdk/test/sun/net/www/protocol/http/RetryUponTimeout.java
"iguana.benchmark.AntlrBenchmark.benchmark","ss",1,10,"7,351836","5,115368","ms/op",/Users/afroozeh/workspace/jdk7u-jdk/test/sun/net/www/protocol/http/NTLMTest.java
"iguana.benchmark.AntlrBenchmark.benchmark","ss",1,10,"9,306920","4,327116","ms/op",/Users/afroozeh/workspace/jdk7u-jdk/test/sun/net/www/protocol/http/B6369510.java
"iguana.benchmark.AntlrBenchmark.benchmark","ss",1,10,"5,521954","4,994898","ms/op",/Users/afroozeh/workspace/jdk7u-jdk/test/sun/net/www/protocol/http/WebGet.java
"iguana.benchmark.AntlrBenchmark.benchmark","ss",1,10,"15,281034","5,338781","ms/op",/Users/afroozeh/workspace/jdk7u-jdk/test/sun/net/www/protocol/http/ProxyTunnelServer.java
"iguana.benchmark.AntlrBenchmark.benchmark","ss",1,10,"9,430483","2,823804","ms/op",/Users/afroozeh/workspace/jdk7u-jdk/test/sun/net/www/protocol/http/ChunkedErrorStream.java
"iguana.benchmark.AntlrBenchmark.benchmark","ss",1,10,"6,202028","4,812378","ms/op",/Users/afroozeh/workspace/jdk7u-jdk/test/sun/net/www/protocol/http/SetChunkedStreamingMode.java
"iguana.benchmark.AntlrBenchmark.benchmark","ss",1,10,"4,997257","5,796429","ms/op",/Users/afroozeh/workspace/jdk7u-jdk/test/sun/net/www/protocol/http/CloseOptionHeader.java
"iguana.benchmark.AntlrBenchmark.benchmark","ss",1,10,"6,054425","2,874223","ms/op",/Users/afroozeh/workspace/jdk7u-jdk/test/sun/net/www/protocol/http/RelativeRedirect.java
"iguana.benchmark.AntlrBenchmark.benchmark","ss",1,10,"6,532355","4,266555","ms/op",/Users/afroozeh/workspace/jdk7u-jdk/test/sun/net/www/protocol/http/B6299712.java
"iguana.benchmark.AntlrBenchmark.benchmark","ss",1,10,"7,259662","2,373016","ms/op",/Users/afroozeh/workspace/jdk7u-jdk/test/sun/net/www/protocol/http/BasicLongCredentials.java
"iguana.benchmark.AntlrBenchmark.benchmark","ss",1,10,"4,769373","6,126683","ms/op",/Users/afroozeh/workspace/jdk7u-jdk/test/sun/net/www/protocol/http/B6296310.java
"iguana.benchmark.AntlrBenchmark.benchmark","ss",1,10,"3,194589","0,811123","ms/op",/Users/afroozeh/workspace/jdk7u-jdk/test/sun/net/www/protocol/http/B6890349.java
"iguana.benchmark.AntlrBenchmark.benchmark","ss",1,10,"2,047500","0,735706","ms/op",/Users/afroozeh/workspace/jdk7u-jdk/test/sun/net/www/protocol/http/GetOutputStream.java
"iguana.benchmark.AntlrBenchmark.benchmark","ss",1,10,"5,096057","1,537425","ms/op",/Users/afroozeh/workspace/jdk7u-jdk/test/sun/net/www/protocol/http/StreamingOutputStream.java
"iguana.benchmark.AntlrBenchmark.benchmark","ss",1,10,"7,206425","2,590963","ms/op",/Users/afroozeh/workspace/jdk7u-jdk/test/sun/net/www/protocol/http/UserCookie.java
"iguana.benchmark.AntlrBenchmark.benchmark","ss",1,10,"6,034560","5,579836","ms/op",/Users/afroozeh/workspace/jdk7u-jdk/test/sun/net/www/protocol/http/ProtocolRedirect.java
"iguana.benchmark.AntlrBenchmark.benchmark","ss",1,10,"9,965702","2,949583","ms/op",/Users/afroozeh/workspace/jdk7u-jdk/test/sun/net/www/protocol/http/B6518816.java
"iguana.benchmark.AntlrBenchmark.benchmark","ss",1,10,"5,414906","3,968125","ms/op",/Users/afroozeh/workspace/jdk7u-jdk/test/sun/net/www/protocol/http/HttpInputStream.java
"iguana.benchmark.AntlrBenchmark.benchmark","ss",1,10,"7,445991","2,144761","ms/op",/Users/afroozeh/workspace/jdk7u-jdk/test/sun/net/www/protocol/http/Finalizer.java
"iguana.benchmark.AntlrBenchmark.benchmark","ss",1,10,"8,028118","3,000311","ms/op",/Users/afroozeh/workspace/jdk7u-jdk/test/sun/net/www/protocol/http/B6660405.java
"iguana.benchmark.AntlrBenchmark.benchmark","ss",1,10,"17,359595","6,027644","ms/op",/Users/afroozeh/workspace/jdk7u-jdk/test/sun/net/www/protocol/http/HttpOnly.java
"iguana.benchmark.AntlrBenchmark.benchmark","ss",1,10,"13,659916","3,297312","ms/op",/Users/afroozeh/workspace/jdk7u-jdk/test/sun/net/www/protocol/http/DigestTest.java
"iguana.benchmark.AntlrBenchmark.benchmark","ss",1,10,"4,913122","3,935611","ms/op",/Users/afroozeh/workspace/jdk7u-jdk/test/sun/net/www/protocol/http/Modified.java
"iguana.benchmark.AntlrBenchmark.benchmark","ss",1,10,"2,392047","0,799833","ms/op",/Users/afroozeh/workspace/jdk7u-jdk/test/sun/net/www/protocol/http/StackTraceTest.java
"iguana.benchmark.AntlrBenchmark.benchmark","ss",1,10,"5,035469","3,487183","ms/op",/Users/afroozeh/workspace/jdk7u-jdk/test/sun/net/www/protocol/http/UserAgent.java
"iguana.benchmark.AntlrBenchmark.benchmark","ss",1,10,"5,944231","6,150019","ms/op",/Users/afroozeh/workspace/jdk7u-jdk/test/sun/net/www/protocol/http/SetIfModifiedSince.java
"iguana.benchmark.AntlrBenchmark.benchmark","ss",1,10,"5,780452","2,048610","ms/op",/Users/afroozeh/workspace/jdk7u-jdk/test/sun/net/www/protocol/http/AsyncDisconnect.java
"iguana.benchmark.AntlrBenchmark.benchmark","ss",1,10,"7,350836","3,126737","ms/op",/Users/afroozeh/workspace/jdk7u-jdk/test/sun/net/www/protocol/http/UserAuth.java
"iguana.benchmark.AntlrBenchmark.benchmark","ss",1,10,"9,653227","3,143830","ms/op",/Users/afroozeh/workspace/jdk7u-jdk/test/sun/net/www/protocol/http/B6641309.java
"iguana.benchmark.AntlrBenchmark.benchmark","ss",1,10,"12,148326","4,465478","ms/op",/Users/afroozeh/workspace/jdk7u-jdk/test/sun/net/www/ParseUtil_4922813.java
"iguana.benchmark.AntlrBenchmark.benchmark","ss",1,10,"13,592294","3,144696","ms/op",/Users/afroozeh/workspace/jdk7u-jdk/test/sun/net/www/http/HttpClient/MultiThreadTest.java
"iguana.benchmark.AntlrBenchmark.benchmark","ss",1,10,"10,971516","4,399976","ms/op",/Users/afroozeh/workspace/jdk7u-jdk/test/sun/net/www/http/HttpClient/B6726695.java
"iguana.benchmark.AntlrBenchmark.benchmark","ss",1,10,"5,577707","4,622227","ms/op",/Users/afroozeh/workspace/jdk7u-jdk/test/sun/net/www/http/HttpClient/RequestURI.java
"iguana.benchmark.AntlrBenchmark.benchmark","ss",1,10,"7,037994","3,361490","ms/op",/Users/afroozeh/workspace/jdk7u-jdk/test/sun/net/www/http/HttpClient/ProxyTest.java
"iguana.benchmark.AntlrBenchmark.benchmark","ss",1,10,"4,339567","4,186064","ms/op",/Users/afroozeh/workspace/jdk7u-jdk/test/sun/net/www/http/HttpClient/StreamingRetry.java
"iguana.benchmark.AntlrBenchmark.benchmark","ss",1,10,"7,008869","2,797924","ms/op",/Users/afroozeh/workspace/jdk7u-jdk/test/sun/net/www/http/HttpClient/ProxyFromCache.java
"iguana.benchmark.AntlrBenchmark.benchmark","ss",1,10,"1,926645","0,436092","ms/op",/Users/afroozeh/workspace/jdk7u-jdk/test/sun/net/www/http/HttpClient/OpenServer.java
"iguana.benchmark.AntlrBenchmark.benchmark","ss",1,10,"1,525744","0,428192","ms/op",/Users/afroozeh/workspace/jdk7u-jdk/test/sun/net/www/http/HttpClient/GetProxyPort.java
"iguana.benchmark.AntlrBenchmark.benchmark","ss",1,10,"3,360769","3,497546","ms/op",/Users/afroozeh/workspace/jdk7u-jdk/test/sun/net/www/http/HttpClient/ImplicitFileName.java
"iguana.benchmark.AntlrBenchmark.benchmark","ss",1,10,"8,254593","2,818534","ms/op",/Users/afroozeh/workspace/jdk7u-jdk/test/sun/net/www/http/HttpClient/RetryPost.java
